DATE,REF,DETAIL,NET,TC,VAT,SUPPLIER,NOMINAL,DEPARTMENT
5/2/2025,560,BCRS,43.2,T9,0,SUPPLIER 14,BCRS,BAR
5/6/2025,561,FOOD,51.2,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/6/2025,562,FOOD,91.55,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/6/2025,563,FOOD,15.6,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/6/2025,564,FOOD,316.6,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/6/2025,565,FOOD,17,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/6/2025,566,FOOD,54.6,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/8/2025,567,SMOOTHIES,17.8,T0,0,SUPPLIER 14,Materials Purchased,BAR
5/8/2025,568,FOOD,6.6,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/8/2025,568,BEVERAGE,26.8,T1,4.82,SUPPLIER 14,Materials Purchased,BAR
5/8/2025,568,BCRS,2.4,T9,0,SUPPLIER 14,BCRS,BAR
5/9/2025,569,GLOVES,38.94,T3,7.01,SUPPLIER 14,Miscellaneous Expenses,HOUSEKEEPING
5/9/2025,570,FOOD,97.15,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/12/2025,571,FOOD,28.2,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/13/2025,572,FOOD,20.8,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/13/2025,573,FOOD,6.4,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/13/2025,574,FOOD,62.75,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/13/2025,574,BATTERIES,52.8,T3,9.5,SUPPLIER 14,Miscellaneous Expenses,HOUSEKEEPING
5/13/2025,575,BEVERAGE,134.48,T1,24.21,SUPPLIER 14,Materials Purchased,BAR
5/13/2025,575,MILK,104.72,T0,0,SUPPLIER 14,Materials Purchased,BAR
5/13/2025,576,FOOD,279,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/13/2025,577,FOOD,37.6,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/13/2025,578,FOOD,30.7,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/13/2025,579,FOOD,33.34,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/14/2025,580,FOOD,78.37,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/22/2025,581,FOOD,32,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/22/2025,582,FOOD,14.1,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/22/2025,583,FOOD,47.54,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/22/2025,584,FOOD,61.2,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/22/2025,585,FOOD,52.2,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/26/2025,586,FOOD,15.6,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/26/2025,587,FOOD,14.77,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/26/2025,588,FOOD,61,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/26/2025,589,FOOD,37.2,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/29/2025,590,FOOD,30.6,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/29/2025,591,BEVERAGE,302.89,T1,54.52,SUPPLIER 14,Materials Purchased,BAR
5/29/2025,591,CHIPS,22.8,T0,0,SUPPLIER 14,Materials Purchased,BAR
5/29/2025,591,BCRS,4.8,T9,0,SUPPLIER 14,BCRS,BAR
5/29/2025,592,FOOD,19.7,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/29/2025,593,FOOD,17.8,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/29/2025,594,PIPING BAGS,29.8,T3,5.36,SUPPLIER 14,Miscellaneous Expenses,KITCHEN
5/29/2025,595,FOOD,29.95,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/29/2025,596,GLOVES,103.84,T3,18.69,SUPPLIER 14,Miscellaneous Expenses,HOUSEKEEPING
5/29/2025,597,BEVERAGE,41.35,T1,7.44,SUPPLIER 14,Materials Purchased,BAR
5/29/2025,598,FOOD,272.08,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/29/2025,599,FOOD,28.4,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
5/14/2025,600,TEA SPOONS,71.81,T3,12.93,SUPPLIER 60,Miscellaneous Expenses,RESTAURANT
5/21/2025,601,CUPS/JUGS,344.55,T3,62.02,SUPPLIER 60,Miscellaneous Expenses,RESTAURANT
6/3/2025,602,COMMISSION,12382.38,T8,0,SUPPLIER 1,Sales Commissions,ACCOMMODATION
5/6/2025,603,FOOD,218.5,T0,0,SUPPLIER 47,Materials Purchased,KITCHEN
5/14/2025,604,FOOD,368.91,T0,0,SUPPLIER 47,Materials Purchased,KITCHEN
5/14/2025,605,FOOD,125.49,T0,0,SUPPLIER 47,Materials Purchased,KITCHEN
5/28/2025,606,FOOD,355.74,T0,0,SUPPLIER 47,Materials Purchased,KITCHEN
5/29/2025,607,FOOD,496.4,T0,0,SUPPLIER 47,Materials Purchased,KITCHEN
5/30/2025,608,FOOD,130.5,T0,0,SUPPLIER 47,Materials Purchased,KITCHEN
5/7/2025,609,FOOD,48.7,T0,0,SUPPLIER 71,Materials Purchased,KITCHEN
5/7/2025,610,FOOD,56,T0,0,SUPPLIER 71,Materials Purchased,KITCHEN
5/14/2025,611,FOOD,18,T0,0,SUPPLIER 71,Materials Purchased,KITCHEN
5/14/2025,612,FOOD,16.66,T0,0,SUPPLIER 71,Materials Purchased,KITCHEN
5/14/2025,613,FOOD,63.3,T0,0,SUPPLIER 71,Materials Purchased,KITCHEN
5/21/2025,614,FOOD,61.1,T0,0,SUPPLIER 71,Materials Purchased,KITCHEN
5/21/2025,615,FOOD,67.7,T0,0,SUPPLIER 71,Materials Purchased,KITCHEN
5/28/2025,616,FOOD,31.75,T0,0,SUPPLIER 71,Materials Purchased,KITCHEN
5/28/2025,617,FOOD,29.41,T0,0,SUPPLIER 71,Materials Purchased,KITCHEN
5/28/2025,618,FOOD,82.89,T0,0,SUPPLIER 71,Materials Purchased,KITCHEN
5/2/2025,619,CLEANING MATERIALS,388.95,T3,70.01,SUPPLIER 6,Cleaning,HOUSEKEEPING
5/2/2025,619,SOAP,42,T3,7.56,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
5/2/2025,620,PH REGULATING ACID,46,T3,8.28,SUPPLIER 6,Cleaning,HOUSEKEEPING
5/9/2025,621,CLEANING MATERIALS,403,T3,72.54,SUPPLIER 6,Cleaning,HOUSEKEEPING
5/9/2025,621,TPAPER/PAPER ROLLS,278,T3,50.04,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
5/16/2025,622,TPAPER/PAPER ROLLS/SOAP,92,T3,16.56,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
5/16/2025,622,CLEANING MATERIALS,305.3,T3,54.95,SUPPLIER 6,Cleaning,HOUSEKEEPING
5/23/2025,623,NAPKINS,300,T3,54,SUPPLIER 6,Miscellaneous Expenses,RESTAURANT
5/23/2025,624,SOAP,42,T3,7.56,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
5/23/2025,624,GLOVES,40,T3,7.2,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
5/23/2025,624,CLEANING MATERIALS,15,T3,2.7,SUPPLIER 6,Cleaning,HOUSEKEEPING
5/30/2025,625,SOAP/TOWELS,83,T3,14.94,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
5/30/2025,625,CLEANING MATERIALS,287,T3,51.66,SUPPLIER 6,Cleaning,HOUSEKEEPING
5/30/2025,626,CHLORINE,237.3,T3,42.71,SUPPLIER 6,Cleaning,HOUSEKEEPING
5/6/2025,627,FOOD,92.51,T0,0,SUPPLIER 33,Materials Purchased,KITCHEN
5/6/2025,628,COFFEE,382.98,T0,0,SUPPLIER 33,Materials Purchased,HOUSEKEEPING
5/15/2025,629,FOOD,78,T0,0,SUPPLIER 33,Materials Purchased,KITCHEN
5/15/2025,629,COFFEE,716.38,T0,0,SUPPLIER 33,Materials Purchased,KITCHEN
5/21/2025,630,FOOD,212.48,T0,0,SUPPLIER 33,Materials Purchased,KITCHEN
5/21/2025,630,COFFEE,292.98,T0,0,SUPPLIER 33,Materials Purchased,KITCHEN
5/28/2025,631,MILK/COFFEE,330.49,T0,0,SUPPLIER 33,Materials Purchased,HOUSEKEEPING
5/7/2025,632,FOOD,222.74,T0,0,SUPPLIER 53,Materials Purchased,KITCHEN
5/13/2025,633,FOOD,210.9,T0,0,SUPPLIER 53,Materials Purchased,KITCHEN
5/28/2025,634,FOOD,134.4,T0,0,SUPPLIER 53,Materials Purchased,KITCHEN
5/7/2025,635,BEVERAGE,138.6,T1,24.95,SUPPLIER 30,Materials Purchased,BAR
5/7/2025,635,DEPOSIT,19.6,T9,0,SUPPLIER 30,Deposits,BAR
5/28/2025,636,BEVERAGE,354.82,T1,63.87,SUPPLIER 30,Materials Purchased,BAR
5/28/2025,636,DEPOSIT,46.6,T9,0,SUPPLIER 30,Deposits,BAR
5/21/2025,637,SCOURER,50.65,T3,9.12,SUPPLIER 72,Cleaning,HOUSEKEEPING
5/28/2025,638,SCOURER,60.78,T3,10.94,SUPPLIER 72,Cleaning,HOUSEKEEPING
5/12/2025,639,ICECREAM,133.28,T2,6.66,SUPPLIER 49,Materials Purchased,BAR
5/8/2025,640,FOOD,184.8,T0,0,SUPPLIER 70,Materials Purchased,KITCHEN
5/8/2025,640,COFFEE/SUGAR,175.25,T0,0,SUPPLIER 70,Materials Purchased,HOUSEKEEPING
5/15/2025,641,COFFEE/BREAD,137.1,T0,0,SUPPLIER 70,Materials Purchased,KITCHEN
5/15/2025,641,INSECT KILLER,26.4,T3,4.75,SUPPLIER 70,Miscellaneous Expenses,HOUSEKEEPING
5/21/2025,642,FOOD,115.2,T0,0,SUPPLIER 70,Materials Purchased,KITCHEN
5/28/2025,643,FOOD,422.8,T0,0,SUPPLIER 70,Materials Purchased,KITCHEN
5/30/2025,644,COFFEE,120,T0,0,SUPPLIER 70,Materials Purchased,HOUSEKEEPING
5/8/2025,645,CLING FILM,41.1,T3,7.4,SUPPLIER 24,Miscellaneous Expenses,KITCHEN
5/8/2025,645,GLOVES/BAGS,244.5,T3,44.01,SUPPLIER 24,Miscellaneous Expenses,HOUSEKEEPING
5/14/2025,646,ALUMINIUM FOIL,87.6,T3,15.77,SUPPLIER 24,Miscellaneous Expenses,KITCHEN
5/14/2025,646,BAGS,24.26,T3,4.37,SUPPLIER 24,Miscellaneous Expenses,RESTAURANT
5/29/2025,647,CLING FILM,41.1,T3,7.4,SUPPLIER 24,Miscellaneous Expenses,KITCHEN
5/29/2025,647,BAGS,206.5,T3,37.17,SUPPLIER 24,Miscellaneous Expenses,HOUSEKEEPING
5/26/2025,648,FORKS/BOWLS/SPOONS/PLATES,373.22,T3,67.18,SUPPLIER 24,Miscellaneous Expenses,RESTAURANT
6/2/2025,649,BOWLS,79.75,T3,14.36,SUPPLIER 24,Miscellaneous Expenses,RESTAURANT
5/7/2025,650,FOOD,2163.81,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
5/10/2025,651,FOOD,62.37,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
5/14/2025,652,FOOD,1116.39,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
5/17/2025,653,FOOD,443.62,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
5/24/2025,654,FOOD,195.11,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
5/28/2025,655,FOOD,77.25,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
5/28/2025,656,FOOD,1090.2,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
5/31/2025,657,FOOD,108.03,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
5/31/2025,658,FOOD,693.86,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
5/31/2025,659,FOOD,1114.83,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
5/28/2025,660,GARBAGE BAGS,290,T3,52.2,SUPPLIER 85,Miscellaneous Expenses,HOUSEKEEPING
5/3/2025,661,FOOD,424.07,T0,0,SUPPLIER 46,Materials Purchased,KITCHEN
5/6/2025,662,FOOD,556.09,T0,0,SUPPLIER 46,Materials Purchased,KITCHEN
5/9/2025,663,FOOD,306.37,T0,0,SUPPLIER 46,Materials Purchased,KITCHEN
5/10/2025,664,FOOD,267.26,T0,0,SUPPLIER 46,Materials Purchased,KITCHEN
5/14/2025,665,FOOD,44,T0,0,SUPPLIER 46,Materials Purchased,KITCHEN
5/14/2025,666,FOOD,27.5,T0,0,SUPPLIER 46,Materials Purchased,KITCHEN
5/17/2025,667,FOOD,256.45,T0,0,SUPPLIER 46,Materials Purchased,KITCHEN
5/29/2025,668,FOOD,457.06,T0,0,SUPPLIER 46,Materials Purchased,KITCHEN
5/30/2025,669,FOOD,328.58,T0,0,SUPPLIER 46,Materials Purchased,KITCHEN
5/30/2025,670,FOOD,303.72,T0,0,SUPPLIER 46,Materials Purchased,KITCHEN
6/2/2025,671,FOOD,231.09,T0,0,SUPPLIER 46,Materials Purchased,KITCHEN
5/2/2025,672,FOOD,160,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
5/5/2025,673,FOOD,89.46,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
5/8/2025,674,FOOD,292.04,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
5/14/2025,675,FOOD,81.96,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
5/23/2025,676,FOOD,182.53,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
5/27/2025,677,FOOD,69.01,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
5/29/2025,678,FOOD,240.48,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
5/31/2025,679,FOOD,122.16,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
5/7/2025,680,FOOD,85.42,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
5/7/2025,681,FOOD,25,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
5/7/2025,682,FOOD,25.2,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
5/7/2025,683,FOOD,150,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
5/7/2025,684,FOOD,1639.13,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
5/7/2025,685,FOOD,214.5,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
5/8/2025,686,FOOD,447.92,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
5/14/2025,687,FOOD,23.5,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
5/14/2025,688,FOOD,214.5,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
5/14/2025,689,FOOD,166.92,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
5/14/2025,690,FOOD,23.1,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
5/28/2025,691,FOOD,660.38,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
5/28/2025,692,FOOD,532.21,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
5/6/2025,693,FOOD,184.5,T0,0,SUPPLIER 66,Materials Purchased,KITCHEN
5/13/2025,694,FOOD,132.3,T0,0,SUPPLIER 66,Materials Purchased,KITCHEN
5/20/2025,695,FOOD,158.02,T0,0,SUPPLIER 66,Materials Purchased,KITCHEN
5/27/2025,696,FOOD,259.25,T0,0,SUPPLIER 66,Materials Purchased,KITCHEN
5/6/2025,697,FOOD,288.5,T0,0,SUPPLIER 68,Materials Purchased,KITCHEN
5/13/2025,698,FOOD,326,T0,0,SUPPLIER 68,Materials Purchased,KITCHEN
5/13/2025,699,FOOD,30,T0,0,SUPPLIER 68,Materials Purchased,KITCHEN
5/20/2025,700,FOOD,31.5,T0,0,SUPPLIER 68,Materials Purchased,KITCHEN
5/20/2025,701,FOOD,295.5,T0,0,SUPPLIER 68,Materials Purchased,KITCHEN
5/27/2025,702,FOOD,319,T0,0,SUPPLIER 68,Materials Purchased,KITCHEN
5/8/2025,703,FOOD,315,T0,0,SUPPLIER 59,Materials Purchased,KITCHEN
5/15/2025,704,FOOD,595.48,T0,0,SUPPLIER 59,Materials Purchased,KITCHEN
5/22/2025,705,FOOD,315,T0,0,SUPPLIER 59,Materials Purchased,KITCHEN
5/29/2025,706,FOOD,346.8,T0,0,SUPPLIER 59,Materials Purchased,KITCHEN
5/2/2025,707,SEAFOOD,71.1,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/3/2025,708,SEAFOOD,109.68,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/5/2025,709,SEAFOOD,112.5,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/6/2025,710,SEAFOOD,113,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/8/2025,711,SEAFOOD,48.13,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/9/2025,712,SEAFOOD,307.13,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/9/2025,713,SEAFOOD,753.68,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/10/2025,714,SEAFOOD,905,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/13/2025,715,SEAFOOD,172.83,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/14/2025,716,SEAFOOD,92.25,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/15/2025,717,SEAFOOD,249,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/16/2025,718,SEAFOOD,236.8,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/17/2025,719,SEAFOOD,98.88,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/19/2025,720,SEAFOOD,65.63,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/21/2025,721,SEAFOOD,851.98,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/22/2025,722,SEAFOOD,49.05,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/23/2025,723,SEAFOOD,53.9,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/26/2025,724,SEAFOOD,61.25,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/27/2025,725,SEAFOOD,115.2,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/28/2025,726,SEAFOOD,280.99,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/29/2025,727,SEAFOOD,110.6,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/30/2025,728,SEAFOOD,260.21,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
6/2/2025,729,SEAFOOD,89.75,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
5/7/2025,730,FOOD,452.18,T0,0,SUPPLIER 48,Materials Purchased,KITCHEN
5/14/2025,731,FOOD,314.27,T0,0,SUPPLIER 48,Materials Purchased,KITCHEN
5/21/2025,732,FOOD,366.93,T0,0,SUPPLIER 48,Materials Purchased,KITCHEN
5/28/2025,733,FOOD,339.38,T0,0,SUPPLIER 48,Materials Purchased,KITCHEN
5/6/2025,734,FOOD,209.2,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
5/7/2025,735,TEA/MILK,200.95,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
5/14/2025,736,FOOD,86,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
5/14/2025,737,FOOD,180.8,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
5/14/2025,738,FOOD,54.6,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
5/14/2025,738,TEA,153,T0,0,SUPPLIER 67,Materials Purchased,HOUSEKEEPING
5/21/2025,739,FOOD,180.8,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
5/21/2025,739,JUICE,54,T2,2.7,SUPPLIER 67,Materials Purchased,BAR
5/21/2025,740,FOOD,28,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
5/21/2025,741,MILK,114.94,T0,0,SUPPLIER 67,Materials Purchased,HOUSEKEEPING
5/26/2025,742,FOOD,75.5,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
5/28/2025,743,FOOD,180.8,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
5/28/2025,744,FOOD,90.2,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
5/8/2025,745,BEVERAGE,198,T1,35.64,SUPPLIER 13,Materials Purchased,BAR
5/8/2025,745,WATER,245,T1,44.1,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
5/8/2025,745,BCRS,132,T9,0,SUPPLIER 13,BCRS,HOUSEKEEPING
5/15/2025,746,JUICE,284.7,T2,14.23,SUPPLIER 13,Materials Purchased,BAR
5/15/2025,746,WATER,245,T1,44.1,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
5/15/2025,746,BEVERAGE,132,T1,23.76,SUPPLIER 13,Materials Purchased,BAR
5/15/2025,746,BCRS,132,T9,0,SUPPLIER 13,BCRS,HOUSEKEEPING
5/22/2025,747,JUICE,95,T2,4.76,SUPPLIER 13,Materials Purchased,BAR
5/22/2025,747,WATER,245,T1,44.1,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
5/22/2025,747,BCRS,132,T9,0,SUPPLIER 13,BCRS,HOUSEKEEPING
5/29/2025,748,BEVERAGE,386.4,T1,69.55,SUPPLIER 13,Materials Purchased,BAR
5/29/2025,748,WATER,245,T1,44.1,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
5/29/2025,748,JUICE,109.5,T2,5.47,SUPPLIER 13,Materials Purchased,BAR
5/29/2025,748,BCRS,132,T9,0,SUPPLIER 13,BCRS,HOUSEKEEPING
5/13/2025,749,ELVIOMEX,133.22,T3,23.98,SUPPLIER 9,Miscellaneous Expenses,KITCHEN
5/23/2025,750,PAN,39.15,T3,7.05,SUPPLIER 9,Miscellaneous Expenses,KITCHEN
5/23/2025,751,PAN,57.56,T3,10.36,SUPPLIER 9,Miscellaneous Expenses,KITCHEN
5/21/2025,752,BEAUTY GOODS,30,T1,5.4,SUPPLIER 77,Materials Purchased,SPA
5/22/2025,753,BEAUTY GOODS,797.21,T1,143.5,SUPPLIER 77,Materials Purchased,SPA
6/2/2025,754,HOSPITALITY SERVICES,147,T3,26.46,SUPPLIER 86,Miscellaneous Expenses,RESTAURANT
6/2/2025,754,HOSPITALITY SERVICES,48,T9,0,SUPPLIER 86,Miscellaneous Expenses,RESTAURANT
5/28/2025,755,T-PAPER,499.5,T3,89.91,SUPPLIER 75,Miscellaneous Expenses,HOUSEKEEPING
4/29/2025,756,WATER,261,T1,46.98,SUPPLIER 14,Materials Purchased,HOUSEKEEPING
4/29/2025,756,BCRS,86.4,T9,0,SUPPLIER 14,BCRS,HOUSEKEEPING
6/2/2025,757,XIBKA,954.4,T6,171.79,SUPPLIER 7,Buildings,CAPITAL
6/4/2025,758,BRICKS,51.84,T6,9.33,SUPPLIER 37,Buildings,CAPITAL
5/30/2025,759,PLASTIC ROLLS/SPAPER/SPRAY,289.41,T3,52.09,SUPPLIER 87,Repairs and Renewals,MAINTENANCE
6/6/2025,760,KURRENTI,38.14,T6,6.86,SUPPLIER 79,Buildings,CAPITAL
5/3/2025,761,BREAD,96.35,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
5/5/2025,762,BREAD,27.6,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
5/6/2025,763,BREAD,45.26,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
5/7/2025,764,BREAD,77.61,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
5/10/2025,765,BREAD,94.67,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
5/12/2025,766,BREAD,23.4,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
5/13/2025,767,BREAD,65.01,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
5/14/2025,768,BREAD,23.76,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
5/15/2025,769,BREAD,76.55,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
5/17/2025,770,BREAD,76.17,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
5/19/2025,771,BREAD,37.65,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
5/22/2025,772,BREAD,42.86,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
5/23/2025,773,BREAD,15,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
5/24/2025,774,BREAD,24.36,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
5/26/2025,775,BREAD,26.76,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
5/27/2025,776,BREAD,57.86,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
5/30/2025,777,BREAD,96.47,T0,0,SUPPLIER 43,Materials Purchased,KITCHEN
6/2/2025,778,CHIT BOOKS,200,T5,10,SUPPLIER 88,Printing,RESTAURANT
6/1/2025,779,MOBILE,21.03,T3,3.79,SUPPLIER 4,Telephone and Fax,ADMINISTRATION
6/1/2025,780,MOBILE,11.37,T3,2.05,SUPPLIER 4,Telephone and Fax,ADMINISTRATION
6/1/2025,781,DDS RENTAL,2.64,T3,0.48,SUPPLIER 4,Telephone and Fax,ADMINISTRATION
6/1/2025,782,MOBILE,11.37,T3,2.05,SUPPLIER 4,Telephone and Fax,ADMINISTRATION
6/1/2025,783,MOBILE,19.69,T3,3.55,SUPPLIER 4,Telephone and Fax,ADMINISTRATION
5/30/2025,784,BEVERAGE,326.95,T1,58.85,SUPPLIER 28,Materials Purchased,BAR
5/16/2025,785,BEVERAGE,485.62,T1,87.41,SUPPLIER 15,Materials Purchased,BAR
5/16/2025,785,DEPOSIT,310,T9,0,SUPPLIER 15,Deposits,BAR
5/16/2025,785,BCRS,4.8,T9,0,SUPPLIER 15,BCRS,BAR
5/23/2025,786,BEVERAGE,447.02,T1,80.46,SUPPLIER 15,Materials Purchased,BAR
5/23/2025,786,BEVERAGE,35.64,T2,1.78,SUPPLIER 15,Materials Purchased,BAR
5/23/2025,786,DEPOSIT,24,T9,0,SUPPLIER 15,Deposits,BAR
5/23/2025,786,BCRS,3.6,T9,0,SUPPLIER 15,BCRS,BAR
5/30/2025,787,BEVERAGE,520.84,T1,93.75,SUPPLIER 15,Materials Purchased,BAR
5/30/2025,787,BEVERAGE,89.09,T2,4.45,SUPPLIER 15,Materials Purchased,BAR
5/30/2025,787,DEPOSIT,130.2,T9,0,SUPPLIER 15,Deposits,BAR
4/14/2025,788,FOOD,182,T0,0,SUPPLIER 33,Materials Purchased,KITCHEN
4/29/2025,789,BEVERAGE,69.98,T1,12.6,SUPPLIER 33,Materials Purchased,BAR
5/21/2025,790,BEVERAGE,291.66,T1,52.5,SUPPLIER 30,Materials Purchased,BAR
5/21/2025,790,DEPOSIT,14.4,T9,0,SUPPLIER 30,Deposits,BAR
5/14/2025,791,BEVERAGE,803.99,T1,144.72,SUPPLIER 16,Materials Purchased,BAR
5/14/2025,791,DEPOSIT,170,T9,0,SUPPLIER 16,Deposits,BAR
5/14/2025,791,BCRS,24,T9,0,SUPPLIER 16,BCRS,BAR
5/14/2025,792,BEVERAGE,13.14,T1,2.37,SUPPLIER 16,Materials Purchased,BAR
5/14/2025,792,DEPOSIT,25,T9,0,SUPPLIER 16,Deposits,BAR
